rera_ids,far,number_of_towers,total_unit_count,1_5BHK_count,1BHK_count,1RK_count,2_5BHK_count,2BHK_count,3_5BHK_count,3BHK_count,4_5BHK_count,4BHK_count,5BHK_count,1_5BHK_mean_carpet_area,1BHK_mean_carpet_area,1RK_mean_carpet_area,2_5BHK_mean_carpet_area,2BHK_mean_carpet_area,3_5BHK_mean_carpet_area,3BHK_mean_carpet_area,4_5BHK_mean_carpet_area,4BHK_mean_carpet_area,5BHK_mean_carpet_area,cost_of_land_inr,district,latitude,longitude,project_completion_date,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,1RK,1BHK,1_5BHK,2BHK,2_5BHK,3BHK,3_5BHK,4BHK,4_5BHK,5BHK,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road,project_duration
PRM/KA/RERA/1251/446/PR/191022/005340,2.0,1.0,126,0.0,0.0,0.0,0.0,61.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20524590163936,0.0,110.62092307692308,0.0,0.0,0.0,186483575,Bengaluru Urban,12.921337,77.73400459999999,2025-12-31,MATHAPATHI GRAND FIELD,2022-03-07,Residential/Group Housing,Bengaluru East,5967,2729,3238,827988575,Gunjur,Apartment,0,0,0,1,0,1,0,0,0,0,8.5,30.74363347565737,18.789358486985407,24.73763511355918,6.197776154671447,Nallurahalli,4.717755293535501,Outer Ring Road,3.8193018480492817
PRM/KA/RERA/1251/446/PR/150224/006619,2.25,1.0,84,0.0,0.0,0.0,0.0,52.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15846153846154,0.0,96.15,0.0,0.0,0.0,157075683,Bengaluru Urban,13.0377179,77.7046523,2025-12-31,LVS Paradise,2023-12-15,Residential/Group Housing,Bengaluru East,3793,2081,1712,419768213,Hallehalli,Apartment,0,0,0,1,0,1,0,0,0,0,6.25,17.722085450180227,16.06212827555927,18.53757358714947,4.735449931227615,Singayyanapalya,1.9752409435607348,Old Madras Road,2.0451745379876796
PRM/KA/RERA/1251/446/PR/300924/007102,2.2,1.0,60,0.0,0.0,0.0,0.0,28.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.22785714285715,0.0,80.885,0.0,0.0,0.0,47460540,Bengaluru Urban,13.060718619363996,77.63902350184863,2026-06-30,ELITE HOMES,2023-07-25,Residential/Group Housing,Bengaluru East,2655,1443,1212,392585789,R.K. Hegde Nagar,Apartment,0,0,0,1,0,1,0,0,0,0,8.02,16.838684810720025,11.915245835570596,11.929444383072388,7.787598279180624,Benniganahalli,2.7743405802190244,Nagawara Flyover,2.9322381930184807
PRM/KA/RERA/1251/310/PR/051224/007268,2.49,1.0,126,0.0,2.0,0.0,0.0,0.0,0.0,118.0,0.0,4.0,0.0,0.0,57.72,0.0,0.0,0.0,0.0,104.80322033898304,0.0,191.97,0.0,257331000,Bengaluru Urban,12.863012,77.770414,2028-03-31,SUYUG THE 1,2024-10-01,Residential/Group Housing,Bengaluru South,8802,1870,6932,1241171148,Sarjapur,Apartment,0,1,0,0,0,1,0,1,0,0,9.0,37.6959843259063,25.095495685722273,31.528720629703457,13.506856491703347,Nallurahalli,11.878440945712358,Outer Ring Road Underpass,3.4962354551676933
PRM/KA/RERA/1251/308/PR/210524/006935,1.56,1.0,166,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.13170731707316,0.0,149.035,0.0,16500000,Bengaluru Urban,12.837776232786323,77.66780221097567,2029-06-30,Ayatana Residences E-City,2024-07-01,Residential/Group Housing,Anekal,8907,675,8232,1423768000,Electronic City,Apartment,0,0,0,0,0,1,0,1,0,0,13.43,40.05899626491173,18.659459298790555,25.630953046275323,12.408801130505358,Yelachenahalli,2.5804449739071815,Hosur Road,4.996577686516085
PRM/KA/RERA/1251/446/PR/181223/006492,2.2002004444444445,2.0,162,0.0,0.0,0.0,0.0,72.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77000000000001,0.0,82.836,0.0,0.0,0.0,129620000,Bengaluru Urban,13.060777,77.75763,2027-10-30,Aratt Avant Twilight,2023-10-01,Residential/Group Housing,Bengaluru East,9459,1421,8037,867750000,Budigere Cross,Apartment,0,0,0,1,0,1,0,0,0,0,8.63,16.158873080240067,22.34854800795087,24.514308228981843,7.194863964926639,Whitefield (Kadugodi),6.481238181936037,Old Madras Road,4.079397672826831
PRM/KA/RERA/1251/446/PR/301223/006522,2.0,1.0,93,0.0,0.0,0.0,0.0,42.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.89190476190477,0.0,85.36313725490196,0.0,0.0,0.0,64700000,Bengaluru Urban,13.060777,77.75763,2028-01-31,Aratt Avant Twilight - Phase I,2024-02-01,Residential/Group Housing,Bengaluru East,5261,2038,3223,525100000,Budigere Cross,Apartment,0,0,0,1,0,1,0,0,0,0,8.63,16.158873080240067,22.34854800795087,24.514308228981843,7.194863964926639,Whitefield (Kadugodi),6.481238181936037,Old Madras Road,3.997262149212868
PRM/KA/RERA/1251/472/PR/111124/007218,1.27,11.0,150,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785536040672984,0.0,0.0,0.0,589356200,Bengaluru Urban,13.1815797,77.554777,2027-09-02,ATMOS TROPICALWOODS,2024-09-02,Residential/Group Housing,Yelahanka,27771,13185,14420,1837356200,Yelahanka,Villa,0,0,0,0,0,1,0,0,0,0,8.29,16.524297237073412,22.728511382278526,17.062697242778807,15.926139642610856,Nagasandra,8.813785226140226,Bellary Road,2.9979466119096507
PRM/KA/RERA/1251/446/PR/120922/005235,3.273,6.0,1006,0.0,200.0,0.0,0.0,402.0,0.0,404.0,0.0,0.0,0.0,0.0,38.5562,0.0,0.0,65.50985074626865,0.0,87.25702970297029,0.0,0.0,0.0,534325290,Bengaluru Urban,13.017146,77.762329,2028-05-25,PAVANI MIRABILIA PHASE I,2022-05-19,Residential/Group Housing,Bengaluru East,54278,11485,42793,4714904290,Whitefield,Apartment,0,1,0,1,0,1,0,0,0,0,10.76,20.899675485225607,21.307597014191835,24.80090111101839,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,6.017796030116359
PRM/KA/RERA/1251/446/PR/161224/007303,2.249,4.0,180,0.0,0.0,0.0,46.0,14.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,84.11128883695652,77.68321653928571,0.0,94.90018812691666,0.0,0.0,0.0,60000000,Bengaluru Urban,12.893609062208936,77.69238880000862,2028-12-31,Mana Cresta,2025-01-01,Residential/Group Housing,Bengaluru East,9940,3683,6257,1350000000,"Chikkanayakanahalli, Choodasandra",Apartment,0,0,0,1,1,1,0,0,0,0,9.35,33.697771781220496,16.124952037906255,22.774900631484584,9.625413494460808,Kundalahalli,3.989186038932768,Outer Ring Road,3.997262149212868
PRM/KA/RERA/1251/308/PR/020922/005199,1.75,2.0,244,0.0,0.0,0.0,40.0,79.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55077925,69.06573658227849,0.0,87.17274296000001,0.0,0.0,0.0,26900000,Bengaluru Urban,12.884996364572425,77.68015714956795,2026-12-31,GRC SHREEKRISH,2022-02-20,Residential/Group Housing,Anekal,14467,5238,9229,970900000,Sarjapur Road,Apartment,0,0,0,1,1,1,0,0,0,0,10.76,34.732738069817515,15.653668849689842,22.45525597827531,10.940684884116862,Kundalahalli,3.3826072178686695,Hosur Road,4.85968514715948
PRM/KA/RERA/1251/309/PR/270924/007088,2.5,6.0,424,0.0,0.0,0.0,0.0,216.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.01356481481481,0.0,92.63343846153846,0.0,0.0,0.0,637896235,Bengaluru Urban,13.09758,77.6336,2029-10-31,Concorde Neo,2024-10-01,Residential/Group Housing,Bengaluru North,17559,3285,14273,3411389202,Thanisandra Main Road,Apartment,0,0,0,1,0,1,0,0,0,0,13.25,13.612739990646531,15.032674342967091,13.219646305200266,11.802914429749706,Benniganahalli,3.5159287695470343,Bellary Road,5.08145106091718
PRM/KA/RERA/1251/310/PR/121124/007226,2.75,6.0,335,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16885350318472,0.0,124.82999999999998,0.0,342836556,Bengaluru Urban,12.860241,77.52289,2028-12-31,VANSHIKA'S NATURE'S HARMONY,2024-11-01,Residential/Group Housing,Bengaluru South,17097,5136,11961,1896381624,Kanakapura Road,Apartment,0,0,0,0,0,1,0,1,0,0,8.53,42.32298684795152,13.873123966898518,18.67557176892989,0.784303999462476,Silk Institute,0.0815468856275847,NICE Peripheral Ring Road,4.164271047227926
PRM/KA/RERA/1251/446/PR/300124/006599,1.74,2.0,141,0.0,0.0,0.0,0.0,93.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,0.0,101.95708333333332,0.0,0.0,0.0,128217200,Bengaluru Urban,13.0169197,77.7180235,2026-09-30,SREE ADITHYA LOTUS PARK,2024-01-01,Residential/Group Housing,Bengaluru East,8093,4044,4049,448956800,K R Puram,Apartment,0,0,0,1,0,1,0,0,0,0,7.25,20.062422694686315,16.632179566192367,20.004417325365527,3.0271471657558653,Garudacharpalya,0.7752054115680319,Old Madras Road,2.746064339493498
PRM/KA/RERA/1251/446/PR/190424/006813,2.25,2.0,825,0.0,100.0,0.0,49.0,301.0,0.0,375.0,0.0,0.0,0.0,0.0,40.91,0.0,73.00489795918368,67.22262458471761,0.0,83.06666666666666,0.0,0.0,0.0,385000000,Bengaluru Urban,12.880757277999384,77.71537779886503,2027-08-31,TRIFECTA VANTO PHASE-1,2024-03-01,Residential/Group Housing,Bengaluru East,36678,3359,33319,4646247743,Sarjapur Road,Apartment,0,1,0,1,1,1,0,0,0,0,10.665,35.099574329058946,18.98705723803977,25.59666852705961,10.657629286443807,Nallurahalli,6.416201686812296,Outer Ring Road,3.498973305954826
PRM/KA/RERA/1251/308/PR/280325/007636,1.124,1.0,182,0.0,0.0,0.0,0.0,2.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.74,0.0,126.87,0.0,0.0,0.0,954160907,Bengaluru Urban,12.8741,77.71585,2029-08-31,Assetz Trees & Tandem -Tower B,2025-03-01,Residential/Group Housing,Anekal,23523,1525,21998,2800404591,Sarjapur Road,Apartment,0,0,0,1,0,1,0,0,0,0,9.88511848449707,35.8372257062742,19.450136631389505,26.112633885129487,11.386359683605964,Nallurahalli,6.2787239075254835,Hosur Road,4.501026694045175
PRM/KA/RERA/1251/310/PR/311222/005573,1.97,4.0,448,0.0,61.0,0.0,25.0,101.0,0.0,261.0,0.0,0.0,0.0,0.0,47.690229508196715,0.0,86.61992000000001,82.46110891089108,0.0,107.9700183908046,0.0,0.0,0.0,841734400,Bengaluru Urban,12.857235568045002,77.60635371459419,2027-12-31,NANDI MERAKI,2022-08-18,Residential/Group Housing,Bengaluru South,32374,12692,17406,4514073251,Begur Road,Apartment,0,1,0,1,1,1,0,0,0,0,11.0,39.216302966128104,13.783303572710931,20.529644482827724,5.822829952769741,Yelachenahalli,1.6745127016586658,NICE Peripheral Ring Road,5.368925393566051
PRM/KA/RERA/1251/308/PR/160724/006942,2.249,3.0,240,3.0,0.0,0.0,57.0,3.0,0.0,177.0,0.0,0.0,0.0,70.83,0.0,0.0,91.96,93.96,0.0,118.20474576271188,0.0,0.0,0.0,331850460,Bengaluru Urban,12.861016,77.768725,2028-06-30,SERENE HEIGHTS 1,2024-06-01,Residential/Group Housing,Anekal,17932,5586,12346,1592163820,Sarjapur,Apartment,0,0,1,1,1,1,0,0,0,0,8.25,37.87985830606534,25.049226540135457,31.509364614399782,13.647642346280016,Nallurahalli,11.905425820897092,Outer Ring Road Underpass,4.079397672826831
PRM/KA/RERA/1251/446/PR/060324/006675,2.25,1.0,105,0.0,0.0,0.0,0.0,60.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91499999999999,0.0,94.44333333333331,0.0,0.0,0.0,73800000,Bengaluru Urban,12.93765929390361,77.74691064736709,2029-01-31,INSPIRA INFINITY,2024-01-01,Residential/Group Housing,Bengaluru East,5362,3753,2681,722200000,,Apartment,0,0,0,1,0,1,0,0,0,0,8.974720001220703,29.12565566660632,19.643546903618077,25.199431921834623,4.930474269560834,Nallurahalli,5.421448838971391,Outer Ring Road,5.084188911704312
PRM/KA/RERA/1250/303/PR/080525/007730,2.499,16.0,1077,0.0,138.0,60.0,0.0,89.0,0.0,620.0,0.0,170.0,0.0,0.0,48.899202898550726,26.99,0.0,80.8138202247191,0.0,104.73583870967742,0.0,139.01964705882352,0.0,972000000,Bengaluru Rural,13.206808726361915,77.65977815803362,2031-05-06,Sattva Vasanta Skye,2025-05-01,Residential/Group Housing,Devanahalli,64041,12814,51227,8070400000,Devanahalli,Apartment,1,1,0,1,0,1,0,1,0,0,11.06,5.138202722686919,27.24383674495507,23.96402767828861,22.97241080516701,Krishnarajapura,10.02470524511096,Bellary Road,6.012320328542095
PRM/KA/RERA/1251/308/PR/060324/006691,2.249,7.0,392,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.50571428571428,0.0,0.0,0.0,782000000,Bengaluru Urban,12.861681,77.75942,2028-12-30,ENGRACE VISTA,2024-02-20,Residential/Group Housing,Anekal,32577,5304,27273,3558000000,Sarjapur Road,Apartment,0,0,0,0,0,1,0,0,0,0,9.668251991271973,37.63980513407119,24.147824874378696,30.654554752304747,13.258691164996591,Nallurahalli,10.91907349094252,Hosur Road,4.85968514715948
PRM/KA/RERA/1251/308/PR/170125/007394,2.0,2.0,135,0.0,0.0,0.0,0.0,33.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84484848484848,0.0,103.12480392156864,0.0,0.0,0.0,420000000,Bengaluru Urban,12.86337948,77.76043251,2026-12-31,GREEN STOREYS,2018-10-01,Residential/Group Housing,Anekal,9864,1767,8097,1414800000,Sarjapur Road,Apartment,0,0,0,1,0,1,0,0,0,0,7.17,37.471179480065416,24.14311728269247,30.62965596293978,13.11046544007426,Nallurahalli,11.03619688747705,Hosur Road,8.24914442162902
PRM/KA/RERA/1251/446/PR/200224/006641,3.0,3.0,379,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4847663551402,0.0,138.78655172413792,0.0,511024140,Bengaluru Urban,13.017146,77.762329,2026-12-22,PAVANI MIRABILIA PHASE-II,2024-01-05,Residential/Group Housing,Bengaluru East,18550,21255,33022,4780386825,Whitefield,Apartment,0,0,0,0,0,1,0,1,0,0,9.5,20.899675485225607,21.307597014191835,24.80090111101839,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,2.9623545516769334
PRM/KA/RERA/1251/446/PR/201222/005546,2.2002004444444445,1.0,399,0.0,0.0,0.0,0.0,14.0,0.0,252.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,80.24101502428572,0.0,90.27445983571428,0.0,146.228168,0.0,791365262,Bengaluru Urban,12.88613,77.7038,2026-12-31,63 Degree East - Tower E,2023-01-01,Residential/Group Housing,Bengaluru East,21681,4884,16797,3692601303,Sarjapur Road,Apartment,0,0,0,1,0,1,0,1,0,0,15.66447925567627,34.49244487621133,17.614178562399534,24.2530586612631,10.19878776236517,Kundalahalli,5.285258489280864,Outer Ring Road,3.997262149212868
PRM/KA/RERA/1250/303/PR/101224/007284,0.67,3.0,1044,0.0,216.0,0.0,216.0,324.0,0.0,288.0,0.0,0.0,0.0,0.0,37.96,0.0,65.32000000000001,61.24111111111111,0.0,78.44847222222222,0.0,0.0,0.0,740000000,Bengaluru Rural,13.206154,77.614342,2030-12-31,EMBASSY VERDE,2025-01-01,Residential/Group Housing,Devanahalli,38570,5809,32761,5403900000,Navarathna Agrahara,Apartment,0,1,0,1,1,1,0,0,0,0,8.69,10.00964982701876,25.830191439761865,21.478133944815724,21.078277312674427,Peenya,8.579070011514375,Bellary Road,5.9958932238193015
PRM/KA/RERA/1251/309/PR/141124/007229,2.49,1.0,72,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.16666666666669,0.0,0.0,0.0,279825915,Bengaluru Urban,13.101667,77.569278,2027-12-31,AURORA,2024-11-01,Residential/Group Housing,Bengaluru North,4438,733,3705,1019266164,Yelahanka,Apartment,0,0,0,0,0,1,0,0,0,0,10.06898307800293,18.276819201166,13.825646118115849,8.933258626683813,8.543284869141708,Peenya,3.221738171061214,Bellary Road,3.162217659137577
PRM/KA/RERA/1251/446/PR/191024/007155,1.694,2.0,56,0.0,0.0,0.0,0.0,32.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.69250000000001,0.0,95.13,0.0,0.0,0.0,127474200,Bengaluru Urban,13.05519,77.73537,2027-07-31,SAKURA BLOSSOM,2024-10-15,Residential/Group Housing,Bengaluru East,4249,1837,2412,498724132,Budigere Cross,Apartment,0,0,0,1,0,1,0,0,0,0,7.6,16.099802114810732,19.90079717924679,22.037628608532472,7.017937952745578,Whitefield (Kadugodi),4.36866336115497,Old Madras Road,2.7898699520876113
PRM/KA/RERA/1251/308/PR/050425/007652,1.99,1.0,109,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6155653088991,0.0,0.0,0.0,147000000,Bengaluru Urban,12.91015683051666,77.78660832275392,2028-03-31,SIGNATURE PREMIER,2025-04-01,Residential/Group Housing,Anekal,8093,1487,6606,594187500,Gunjur,Apartment,0,0,0,0,0,1,0,0,0,0,7.5,33.0034667386058,24.598851643310667,30.383545457366797,9.251281255396751,Hopefarm Channasandra,10.548325032337052,Outer Ring Road,2.9979466119096507
PRM/KA/RERA/1251/308/PR/140222/004708,2.0265792,9.0,1055,0.0,0.0,0.0,0.0,528.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.077,0.0,59.022,0.0,0.0,0.0,261377545,Bengaluru Urban,12.7712553,77.754938,2027-01-07,SHRIRAM 107SOUTHEAST - PHASE 3,2022-01-20,Residential/Group Housing,Anekal,23181,5054,18128,3398162535,Attibele,Apartment,0,0,0,1,0,1,0,0,0,0,6.49,47.49390497287726,30.3016856292682,37.23049766253116,22.95463385098886,Nallurahalli,14.341137737992684,Hosur Road,4.963723477070499
PRM/KA/RERA/1251/310/PR/090523/005912,2.25,2.0,219,0.0,0.0,0.0,129.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21511627906977,47.88388888888889,0.0,0.0,0.0,0.0,0.0,113425082,Bengaluru Urban,12.860671224573238,77.58731374608432,2026-12-31,South Park phase 2,2021-07-01,Residential/Group Housing,Bengaluru South,8310,2094,6217,855425082,Gottigere,Apartment,0,0,0,1,1,0,0,0,0,0,10.6,39.477320837807994,12.9683457569517,19.468389213936156,4.11773509012897,Konanakunte Cross,1.1697937020812952,NICE Peripheral Ring Road,5.500342231348392
PRM/KA/RERA/1251/310/PR/090523/005916,2.25,2.0,191,0.0,0.0,0.0,89.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.33483146067416,52.35294117647059,0.0,0.0,0.0,0.0,0.0,88748352,Bengaluru Urban,12.860579644672862,77.5876924221476,2026-08-15,South Park Phase 1,2021-07-01,Residential/Group Housing,Bengaluru South,7953,1618,6335,802700076,Gottigere,Apartment,0,0,0,1,1,0,0,0,0,0,10.6,39.47348951692978,12.984283919648338,19.490306718569567,4.152212986939176,Konanakunte Cross,1.140977903818286,NICE Peripheral Ring Road,5.122518822724161
PRM/KA/RERA/1250/304/PR/290425/007702,2.49,3.0,259,0.0,13.0,0.0,52.0,116.0,0.0,78.0,0.0,0.0,0.0,0.0,34.28,0.0,86.0275,67.17387931034483,0.0,97.31333333333336,0.0,0.0,0.0,35523780,Bengaluru Rural,12.98138,77.793297,2029-03-31,ANAHATA,2025-04-01,Residential/Group Housing,Hosakote,11068,3519,7549,1333744835,Samethanahalli,Apartment,0,1,0,1,1,1,0,0,0,0,7.0,25.744844499720024,24.19934220428299,28.612193321455496,4.151060244448042,Whitefield (Kadugodi),9.942475384361304,Old Madras Road,3.997262149212868
PRM/KA/RERA/1251/308/PR/210524/006923,1.68,1.0,80,0.0,0.0,0.0,0.0,36.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.626666666666665,0.0,71.62818181818183,0.0,0.0,0.0,83428000,Bengaluru Urban,12.876708,77.67837,2025-03-31,ORACLE SUNRISE,2024-01-18,Residential/Group Housing,Anekal,4754,2063,2691,306516561,Choodasandra,Apartment,0,0,0,1,0,1,0,0,0,0,9.9,35.66264101084587,16.121459423486474,22.98106878384395,11.73587257871969,Rashtreeya Vidyalaya Road,2.6561231700191055,Hosur Road,1.1991786447638604
PRM/KA/RERA/1251/446/PR/061222/005508,2.5,5.0,394,0.0,0.0,0.0,192.0,84.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63250000000001,69.75,0.0,94.79304347826086,0.0,0.0,0.0,562800000,Bengaluru Urban,13.05656660809259,77.7663668824837,2028-12-31,UNITED PROJECTS DREAMCITY,2022-10-05,Residential/Group Housing,Bengaluru East,19008,4899,14109,2547800000,Whitefield,Apartment,0,0,0,1,1,1,0,0,0,0,8.01,16.938172742968312,23.031139013979303,25.39180152435016,6.79065432896688,Whitefield (Kadugodi),6.974829978313783,Old Madras Road,6.239561943874059
PRM/KA/RERA/1250/304/PR/180724/006943,2.73,1.0,1102,0.0,98.0,0.0,0.0,476.0,0.0,528.0,0.0,0.0,0.0,0.0,28.597857142857144,0.0,0.0,52.216,0.0,69.46370643939395,0.0,0.0,0.0,630000000,Bengaluru Rural,13.0256875,77.7849375,2031-05-31,SOWPARNIKA EUPHORIA IN THE EAST,2024-06-01,Residential/Group Housing,Hosakote,32241,9721,22520,7390773820,Whitefield,Apartment,0,1,0,1,0,1,0,0,0,0,8.997021675109863,20.873311635324363,23.90715938614077,27.22196550065705,4.42111067663205,Whitefield (Kadugodi),7.92118235664822,Old Madras Road,6.995208761122519
PRM/KA/RERA/1251/446/PR/160523/005939,1.75,3.0,256,0.0,0.0,0.0,0.0,83.0,0.0,154.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,73.30036144578314,0.0,88.90181818181817,0.0,124.04428571428572,0.0,178100000,Bengaluru Urban,12.9370724,77.7025369,2028-03-31,SREE URBAN ORCHIDS PHASE-II,2023-03-03,Residential/Group Housing,Bengaluru East,14660,8065,6596,985500000,Panathur,Apartment,0,0,0,1,0,1,0,1,0,0,8.25,28.85852074355604,15.002972855564511,20.906778116312637,4.700293208051648,Kundalahalli,0.8181522724088156,Outer Ring Road Underpass,5.078713210130048
PRM/KA/RERA/1250/303/PR/041123/006373,0.88,1.0,147,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.17578231292516,0.0,0.0,0.0,366675166,Bengaluru Rural,13.2383698,77.6450215,2027-05-31,Provident Deansgate,2023-11-01,Residential/Group Housing,Devanahalli,30445,21837,8608,2159463752,Yelahanka,Villa,0,0,0,0,0,1,0,0,0,0,10.85,8.01006630458599,30.061458986192086,26.133596239509497,25.75106700862628,Peenya,12.628556955960908,Bellary Road,3.578370978781656
PRM/KA/RERA/1250/303/PR/170325/007590,0.88,1.0,141,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.03241134751772,0.0,0.0,0.0,450185936,Bengaluru Rural,13.2318437,77.6518708,2028-03-31,Provident Deansgate Phase 2,2025-04-01,Residential/Group Housing,Devanahalli,29925,22002,7923,2035815268,Yelahanka,Villa,0,0,0,0,0,1,0,0,0,0,10.85,6.993392595443821,29.580402016456414,25.853941047994564,25.48327342431692,Peenya,12.17301435878051,Bellary Road,2.9979466119096507
PRM/KA/RERA/1251/310/PR/100125/007376,2.25,2.0,112,0.0,0.0,0.0,0.0,33.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.01030303030304,0.0,85.29582278481013,0.0,0.0,0.0,55838492,Bengaluru Urban,12.939278176692577,77.74013221147091,2027-03-31,NATURE ELATION,2024-08-23,Residential/Group Housing,Bengaluru South,5210,2570,2640,535508492,Varthur,Apartment,0,0,0,1,0,1,0,0,0,0,8.5,28.845930621137754,18.886630353177633,24.45401583843083,4.452232210719649,Nallurahalli,4.647921841155408,Outer Ring Road,2.6009582477754964
PRM/KA/RERA/1251/446/PR/210524/006932,2.25,2.0,129,0.0,0.0,0.0,0.0,32.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.559375,0.0,94.6329381443299,0.0,0.0,0.0,85858586,Bengaluru Urban,13.010174,77.750422,2027-12-31,Saranya Swarovski,2024-04-01,Residential/Group Housing,Bengaluru East,6515,3769,2746,1145892049,Whitefield,Apartment,0,0,0,1,0,1,0,0,0,0,9.26,21.312387294653213,19.88881190411477,23.565952654813263,1.7932249799060611,Whitefield (Kadugodi),4.299926304618457,Old Madras Road,3.748117727583846
PRM/KA/RERA/1250/304/PR/071022/005305,0.951,3.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.70030303030305,0.0,25000000,Bengaluru Rural,13.00777,77.787696,2025-12-31,ENCORE IN THE SHIRE,2021-01-01,Residential/Group Housing,Hosakote,8599,3373,5226,194458000,Whitefield,Villa,0,0,0,0,0,0,0,1,0,0,7.97,22.811222358487203,23.83404485186942,27.617375937599377,3.4906306820946065,Whitefield (Kadugodi),8.376979631791766,Old Madras Road,4.996577686516085
PRM/KA/RERA/1251/310/PR/041023/006307,2.25,1.0,218,0.0,0.0,0.0,0.0,28.0,0.0,162.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,78.67,0.0,106.4983950617284,0.0,143.51000000000002,0.0,98359190,Bengaluru Urban,12.901501,77.645712,2026-09-15,CASAGRAND FLAMINGO,2023-10-01,Residential/Group Housing,Bengaluru South,14264,2837,11024,1419612950,HSR Layout,Apartment,0,0,0,1,0,1,0,1,0,0,16.506126403808594,33.44290526625929,11.669289299582829,18.572421763441515,7.433504309796441,Rashtreeya Vidyalaya Road,1.2570146414570464,Hosur Road,2.9568788501026693
PRM/KA/RERA/1251/446/PR/180424/006803,2.25,1.0,115,0.0,0.0,0.0,0.0,18.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.59166666666667,0.0,92.10556701030929,0.0,0.0,0.0,63990670,Bengaluru Urban,12.8922749,77.71857399999999,2025-12-31,ORION HEIGHTS,2024-04-01,Residential/Group Housing,Bengaluru East,6981,2739,4242,1036459667,Kodathi,Apartment,0,0,0,1,0,1,0,0,0,0,8.0,33.837770640410845,18.60409076226683,25.07700315429721,9.358480098608752,Nallurahalli,5.589332716609793,Outer Ring Road,1.749486652977413
